NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,M1,M1,D,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M2,NA,NA,M2,M1,M1,I1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M2,M2,NA,NA,A,M1,M1,I1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I1,NA,NA,N,M1,M1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,m2,NA,I1,NA,M2,M1,M1,D,D,D,M1,M1,M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,m2,NA,I2,N,A,M1,M1,I1,M1,I1,I1,M1,M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,m2,NA,NA,M1,M1,M1,M1,M1,I1,M1,M1,I1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M1,M1,M1,I1,M1,M1,I1,I1,I1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m2,NA,M1,M1,M1,I1,M1,M1,M1,D,I2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I2,I1,I2,I1,M1,M1,D,I2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M1,M1,M1,D,I2,I2,I1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M1,M1,M1,D,I2,C,C,I2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,M1,NA,I2,C,C,O,S,D,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i1,NA,C,D,O,S,S,D,I1,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,M1,M1,NA,NA,NA,NA,NA,D,O,S,S,S,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,I1,I1,M1,C,I2,M1,NA,NA,O,O,S,P,I2,C,C,I1,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,M1,I1,M1,M1,M1,I2,I2,NA,NA,O,S,S,I1,T,T,C,C,C,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,C,M1,D,D,NA,I2,O,NA,NA,NA,NA,NA,O,I2,P,C,C,T,J,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,M1,C,C,C,C,C,C,C,O,S,S,NA,NA,O,NA,NA,I1,S,S,C,C,J,J,J,NA,NA,NA,NA,NA,NA,NA,NA
NA,M1,M1,C,I1,C,C,C,O,O,S,I1,NA,NA,NA,O,NA,NA,NA,NA,C,S,C,T,J,K,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,O,C,C,C,C,O,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,T,C,C,C,P,T,K,K,NA,NA,NA,NA,NA,NA,NA
NA,M1,O,C,C,C,C,C,C,C,C,S,NA,NA,NA,NA,NA,NA,NA,T,C,C,C,C,T,J,K,NA,NA,NA,NA,NA,NA,NA
NA,NA,I1,I1,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,NA,NA,T,T,C,C,C,T,J,K,K,NA,NA,NA,NA,NA,NA
NA,NA,NA,C,C,D,C,C,C,C,S,I1,NA,NA,NA,m1,i2,S,T,T,T,C,C,C,T,J,J,K,NA,NA,NA,NA,NA,NA
NA,NA,NA,C,D,S,C,D,C,S,I1,A,NA,NA,NA,O,A,I2,O,T,T,C,T,T,T,J,J,J,K,K,Z,NA,NA,NA
NA,NA,C,C,C,D,S,C,C,I1,O,NA,NA,NA,NA,NA,A,I2,O,T,T,T,T,T,J,J,J,J,K,K,Z,Z,NA,NA
NA,NA,C,C,D,C,D,C,D,I1,I2,NA,NA,NA,NA,NA,NA,O,S,N,D,T,T,T,J,J,J,J,K,K,Z,Z,NA,NA
D,D,C,C,C,D,D,D,I2,O,M2,NA,NA,NA,NA,NA,S,S,O,S,D,T,T,J,J,J,J,K,K,K,Z,NA,NA,NA
D,D,D,D,D,D,D,D,NA,NA,NA,NA,NA,NA,I1,O,S,O,D,D,D,T,J,J,J,J,K,K,Z,Z,Z,NA,NA,NA
NA,D,D,D,C,C,NA,NA,NA,NA,NA,NA,NA,I2,S,O,D,C,C,D,D,J,J,J,J,K,K,Z,Z,Z,NA,NA,NA,NA
NA,NA,D,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,C,C,C,T,T,J,J,K,K,Z,Z,Z,K,Z,Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,T,J,K,K,K,Z,K,K,K,K,K,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,D,D,T,J,J,K,K,K,K,K,K,K,K,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,C,P,K,J,K,Z,Z,Z,Z,K,K,K,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,I1,C,I1,P,K,J,K,NA,NA,k,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,D,D,I2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I1,D,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i1,NA,NA,I1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA